SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc	
V« T©m Tr¶m 	C«ng kÝch ngo¹i c«ng  	32	102	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_11.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	1	90	5	1	5	1	12	220	-1	1	0	9	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	1	0	40	0	0		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	wuxin_zhan	seriesdamage_p	wuxin_zhan	deadlystrike_p	wuxin_zhan	addskilldamage1	wuxin_zhan	missle_speed_v	wuxin_zhan	skill_attackradius	wuxin_zhan	skill_cost_v	wuxin_zhan	missle_lifetime_v	wuxin_zhan	addskilldamage2	wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		"§ao ph¸p cao cÊp, hiÖu qu¶ s¸t th­¬ng cùc cao."	
TÜnh T©m QuyÕt	Chñ ®éng hç trî c«ng kÝch	33	100	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_13.spr		\sound\skill\sound_k002.wav		46	3	0	2	0	0	0	0	0	1	7	0	-1	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianwang.lua	attackratingenhance_p	jingxin_jue	skill_cost_v	jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		"S¬ cÊp t©m ph¸p, t¨ng ®é chÝnh x¸c c«ng kÝch."	
Kinh L«i Tr¶m 	C«ng kÝch ngo¹i c«ng  	34	102	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_01.spr		\sound\skill\sound_k003.wav		0	0	0	0	0	72	0	1	10	1	12	404	-1	1	0	9	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	60	0	0		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	jinglei_zhan	seriesdamage_p	jinglei_zhan	addskilldamage1	jinglei_zhan	missle_speed_v	jinglei_zhan	skill_attackradius	jinglei_zhan	skill_cost_v	jinglei_zhan	missle_lifetime_v	jinglei_zhan	addskilldamage2	jinglei_zhan	addskilldamage3	jinglei_zhan	addskilldamage4	jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		"§ao ph¸p nhËp m«n, hiÖu qu¶ s¸t th­¬ng kh«ng cao."	
D­¬ng Quan Tam §iÖp	C«ng kÝch ngo¹i c«ng  	35	101	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_63.spr		\sound\skill\sound_k003.wav	0	0	0	0	0	0	90	0	1	8	1	12	221	-1	3	0	10	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	3	1	80	0	10		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	yangguan_sandie	attackrating_p	yangguan_sandie	addskilldamage1	yangguan_sandie	missle_speed_v	yangguan_sandie	skill_attackradius	yangguan_sandie	skill_cost_v	yangguan_sandie	missle_lifetime_v	yangguan_sandie	seriesdamage_p	yangguan_sandie	addskilldamage2	yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		"Thiªn V­¬ng  Th­¬ng ph¸ptrung cÊp, mét lÇn xuÊt liªn tôc 3 chiªu."	
Thiªn V­¬ng ChiÕn ý 	Chñ ®éng gia t¨ng thuéc tÝnh	36	9999	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_23.spr		\sound\skill\sound_k003.wav		0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianwang.lua	lifemax_p	tianwang_zhanyi	deadlystrikeenhance_p	tianwang_zhanyi	addphysicsdamage_p	tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		"Cao cÊp t©m ph¸p, cã thÓ t¨ng Sinh lùc lªn tèi ®a."	
B¸t Phong Tr¶m	C«ng kÝch ngo¹i c«ng  	37	102	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_31.spr		\sound\skill\sound_k004.wav	0	0	0	0	0	1	90	5	1	8	1	12	222	-1	1	0	9	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	1	0	80	0	0		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	pofeng_zhan	seriesdamage_p	pofeng_zhan	addskilldamage1	pofeng_zhan	missle_speed_v	pofeng_zhan	skill_attackradius	pofeng_zhan	skill_cost_v	pofeng_zhan	missle_lifetime_v	pofeng_zhan	addskilldamage2	pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		"§ao ph¸p trung cÊp, g©y chót Ýt s¸t th­¬ng cho ®èi ph­¬ng."	
Bµn Cæ Cöu Thøc (##) 		38		1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_32.spr		\sound\skill\sound_k004.wav	0	0	0	0	0	0	90	0	1	5	1	10	223	-1	1	0	9	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	1	80	0	0		0					0	0	0	-1	1	\script\skill\tianwang.lua	stun_p		skill_cost_v																																							"Chiªu thøc cao cÊp, khiÕn ®èi ph­¬ng hoµn toµn bÞ cho¸ng."	
Triªm Y ThËp B¸t §iÖt (##) 		39		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_33.spr		\sound\skill\sound_k004.wav		48	3	0	2	0	0	0	0	0	1	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianwang.lua	meleedamagereturn_p		skill_cost_v																																							"§Æc thï t©m ph¸p, ph¶n ®ßn cùc kú hiÖu qu¶."	
§o¹n Hån ThÝch	C«ng kÝch ngo¹i c«ng  	40	100	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_41.spr		\sound\skill\sound_k005.wav	0	0	0	0	2	1	200	5	1	5	1	11	224	-1	1	0	9	0	1	3	0	2	0	27	27	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	35	0	32		5					0	0	0	-1	1	\script\skill\tianwang.lua	physicsenhance_p	duanhun_ci	stun_p	duanhun_ci	deadlystrike_p	duanhun_ci	missle_speed_v	duanhun_ci	skill_attackradius	duanhun_ci	skill_cost_v	duanhun_ci	skill_param1_v	duanhun_ci	skill_param2_v	duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		"Thiªn V­¬ng  trung cÊp chiªu thøc, chiÕn ®Êu cùc kú hiÖu qu¶."	
HuyÕt ChiÕn B¸t Ph­¬ng	C«ng kÝch ngo¹i c«ng  	41	101	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_64.spr		\sound\skill\sound_k005.wav	0	0	0	0	0	1	90	5	1	4	1	12	225	-1	4	0	9	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	3	1	60	0	9		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	xuezhan_bafang	attackrating_p	xuezhan_bafang	deadlystrike_p	xuezhan_bafang	addskilldamage1	xuezhan_bafang	missle_speed_v	xuezhan_bafang	skill_attackradius	xuezhan_bafang	skill_cost_v	xuezhan_bafang	missle_lifetime_v	xuezhan_bafang	seriesdamage_p	xuezhan_bafang	addskilldamage2	xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		"§ao ph¸p cao cÊp, mét lÇn xuÊt liªn tôc 3 chiªu.."	
Kim Chung Tr¸o	Hç trî phßng ngù - chñ ®éng	42	100	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_43.spr		\sound\skill\sound_k005.wav		49	3	0	2	0	0	0	0	0	1	7	0	-1	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianwang.lua	physicsres_p	jinzhong_zhao	coldres_p	jinzhong_zhao	fireres_p	jinzhong_zhao	skill_cost_v	jinzhong_zhao	poisonres_p	jinzhong_zhao	lifereplenish_v	jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		"Ng¹nh c«ng t©m ph¸p, nhanh chãng t¨ng c­êng kh¶ n¨ng phßng thñ "	
§­êng M«n ¸m khÝ 	Hç trî bÞ ®éng	43	306	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_aq.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	addphysicsdamage_p	tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		t¨ng kh¶ n¨ng xö dông  ¸m khÝ.	
§­êng M«n §ao ph¸p	Hç trî bÞ ®éng	44		3	\spr\Ui\¼¼ÄÜÍ¼±ê\µ¶·¨.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																																					T¨ng hiÖu qu¶ sö dông ®ao.	
TÝch LÞch ®¬n	C«ng kÝch néi c«ng 	45	305	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	0	0	3	1	35	-1	1	1	11	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	pili_dan	deadlystrike_p	pili_dan	addskilldamage1	pili_dan	addskilldamage2	pili_dan	addskilldamage3	pili_dan	skill_cost_v	pili_dan	poisondamage_v	pili_dan	seriesdamage_p	pili_dan	addskilldamage4	pili_dan	addskilldamage5	pili_dan	addskilldamage6	pili_dan		pili_dan		pili_dan		pili_dan		pili_dan		pili_dan		pili_dan		pili_dan		pili_dan		pili_dan		"Vâ c«ng nhËp m«n, s¸t th­¬ng cïng lóc nhiÒu ®èi thñ."	
§ao NhËn c¬ quan (##) 		46		4	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_02.spr				0	0	0	2	0	180	0	0	0	3	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	physicsdamage_v		summonnpctime_v		skill_cost_v																																					§Æt bÉy vËt lý s¸t th­¬ng cïng lóc nhiÒu ®èi ph­¬ng.	
§o¹t Hån Tiªu	C«ng kÝch ngo¹i c«ng  	47	301	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	0	450	0	0	0	3	1	116	-1	1	1	11	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	100	1	80	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	duohun_biao	poisondamage_v	duohun_biao	addskilldamage1	duohun_biao	poisondamage_v	duohun_biao	missle_speed_v	duohun_biao	skill_attackradius	duohun_biao	skill_cost_v	duohun_biao	seriesdamage_p	duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		"Trung cÊp chiªu thøc, cÇn trang bÞ ¸m khÝ Phi tiªu."	
T©m Nh·n 	Hç trî bÞ ®éng	48	9999	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_13.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	addcolddamage_v	xinyan	addpoisondamage_v	xinyan	poisonenhance_p	xinyan	deadlystrikeenhance_p	xinyan	attackspeed_v	xinyan	addphysicsdamage_p	xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		"TrÊn ph¸i t©m ph¸p, t¨ng kh¶ n¨ng c«ng kÝch chÝnh x¸c b»ng ¸m khÝ "	
§Þa DiÖm c¬ quan (##) 		49		4	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_12.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			0	0	0	2	0	180	0	0	0	3	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	allres_p																																									"Trung cÊp H·m TÜnh thuËt, t¨ng hiÖu qu¶ Ho¶ s¸t."	
Truy T©m TiÔn	C«ng kÝch ngo¹i c«ng  	50	302	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_22.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	360	0	2	4	3	1	37	-1	2	1	11	0	0	5	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	101	1	0	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	zhuixin_jian	deadlystrike_p	zhuixin_jian	addskilldamage1	zhuixin_jian	missle_speed_v	zhuixin_jian	skill_attackradius	zhuixin_jian	skill_cost_v	zhuixin_jian	poisondamage_v	zhuixin_jian	seriesdamage_p	zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		"Trung cÊp chiªu thøc, cÇn trang bÞ phi ®ao."	
Thanh Méc (##) 		51		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_21.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	lightingres_p																																									"§­êng M«n §éc m«n néi c«ng, t¨ng kh¶ n¨ng phßng L«i."	
¢m L«i C¬ quan (##) 		52		4	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_23.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			0	0	0	2	0	180	0	0	0	3	6	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	allres_p																																									"Trung cÊp H·m TÜnh thuËt, t¨ng L«i s¸t."	
C«ng kÝch vËt lý 	C«ng kÝch ngo¹i c«ng  	53		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_ap.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0	1	5	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	0	-1	1	\script\skill\special\½ü³ÌÎïÀí¹¥»÷.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					C«ng kÝch vËt lý 	
M¹n Thiªn Hoa Vò 	C«ng kÝch néi c«ng 	54	303	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_32.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	0	0	0	0	0	0	0	400	0	0	0	3	6	38	-1	1	1	11	1	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	102	1	0	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	mantian_huayu	deadlystrike_p	mantian_huayu	addskilldamage1	mantian_huayu	skill_attackradius	mantian_huayu	skill_cost_v	mantian_huayu	poisondamage_v	mantian_huayu	seriesdamage_p	mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		"Chiªu thøc cao cÊp,dïng ¸m khÝ tÊn c«ng ®èi ph­¬ng trªn diÖn réng."	
Thèi §éc ThuËt	Chñ ®éng hç trî c«ng kÝch	55		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_31.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			35	3	0	2	0	0	0	0	0	3	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	addpoisondamage_v		skill_cost_v																																							"§­êng M«n tuyÖt kü, t¨ng hiÖu qu¶ §éc s¸t."	
Hµn S­¬ng C¬ quan (##) 		56		4	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_33.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			0	0	0	2	0	180	0	0	0	3	6	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	allres_p																																									"Cao cÊp H·m TÜnh thuËt, t¨ng hiÖu qu¶ B¨ng s¸t."	
B¨ng Ph¸ch Hµn Quang	Chñ ®éng hç trî c«ng kÝch	57		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_42.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			36	3	0	2	0	0	0	0	0	3	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	addcolddamage_v		skill_cost_v																																							"§éc M«n kú thuËt, dïng ¸m khÝ t¨ng B¨ng s¸t.."	
Thiªn La §Þa Vâng	C«ng kÝch ngo¹i c«ng  	58	303	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_43.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	520	0	0	0	3	1	67	-1	1	1	11	1	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	227	0	0	60	20	102	0	0	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	tianluo_diwang	deadlystrike_p	tianluo_diwang	addskilldamage1	tianluo_diwang	missle_speed_v	tianluo_diwang	skill_attackradius	tianluo_diwang	skill_cost_v	tianluo_diwang	poisondamage_v	tianluo_diwang	seriesdamage_p	tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		"§éc m«n ¸m khÝ, tÊn c«ng ®èi ph­¬ng trªn diÖn réng."	
Cöu Cung §Þa S¸t (##) 		59		4	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_41.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			0	0	0	2	0	180	0	0	0	3	6	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\skill.lua	allres_p																																									"Cao cÊp H·m TÜnh thuËt, tÊn c«ng ®èi ph­¬ng trªn diÖn réng."	
Ngò §éc §ao ph¸p	Hç trî bÞ ®éng	60	404	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_df.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					0	0	0	-1	1	\script\skill\wudu.lua	addphysicsdamage_p	wudu_daofa	deadlystrikeenhance_p	wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		T¨ng hiÖu qu¶ sö dông ®ao.	
Ngò §éc Bæng ph¸p (##) 	Hç trî bÞ ®éng	61		3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\wudu.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																																						
Ngò §éc Ch­ëng Ph¸p	Hç trî bÞ ®éng	62	405	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_zf.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\wudu.lua	addpoisonmagic_v	wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		"ch­ëng ph¸p nhËp m«n, t¨ng hiÖu qu¶ §éc s¸t."	
§éc Sa ch­ëng	C«ng kÝch néi c«ng 	63	402	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	180	0	0	0	3	1	30	-1	1	1	11	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	1	1	\script\skill\wudu.lua	poisondamage_v	dusha_zhang	addskilldamage1	dusha_zhang	missle_speed_v	dusha_zhang	skill_attackradius	dusha_zhang	skill_cost_v	dusha_zhang	seriesdamage_p	dusha_zhang	addskilldamage2	dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		"Ngò §éc vâ c«ng nhËp m«n, s¸t th­¬ng ®èi ph­¬ng ®¬n lÎ."	
